0.99 -0.90 0.42 Quat Yaw: 123.18 Yaw: 123.12
0.55 0.07 -0.96 Quat Yaw: 124.47 Yaw: 124.37
-0.09 0.06 -1.32 Quat Yaw: 125.58 Yaw: 125.62
-0.30 0.15 -0.71 Quat Yaw: 126.34 Yaw: 126.31
0.16 -0.13 1.06 Quat Yaw: 126.58 Yaw: 126.50
-0.21 -1.07 2.25 Quat Yaw: 125.60 Yaw: 125.56
0.13 -1.07 0.07 Quat Yaw: 123.72 Yaw: 123.50
-0.35 -0.54 -1.26 Quat Yaw: 121.90 Yaw: 121.87
-0.42 0.10 -1.98 Quat Yaw: 120.72 Yaw: 120.69
-0.48 -0.13 -0.23 Quat Yaw: 119.98 Yaw: 119.81
0.12 -0.53 1.85 Quat Yaw: 119.78 Yaw: 119.62
1.54 -0.68 0.75 Quat Yaw: 120.40 Yaw: 120.31
0.75 0.50 -0.72 Quat Yaw: 121.69 Yaw: 121.56
-0.05 0.43 -1.53 Quat Yaw: 122.65 Yaw: 122.56
-0.40 0.37 -0.90 Quat Yaw: 123.71 Yaw: 123.69
-0.05 0.04 1.14 Quat Yaw: 123.98 Yaw: 123.87
0.01 -1.23 2.24 Quat Yaw: 123.12 Yaw: 123.00
0.42 -1.43 0.26 Quat Yaw: 121.52 Yaw: 121.44
-0.63 -0.80 -1.34 Quat Yaw: 120.17 Yaw: 120.12
-0.53 -0.32 -2.19 Quat Yaw: 118.81 Yaw: 118.75
-0.47 0.11 -0.12 Quat Yaw: 117.63 Yaw: 117.56
0.16 -0.32 1.95 Quat Yaw: 118.01 Yaw: 117.87
1.07 -0.54 0.71 Quat Yaw: 119.84 Yaw: 119.75
0.61 0.21 -0.96 Quat Yaw: 121.87 Yaw: 121.75
-0.17 0.25 -1.73 Quat Yaw: 123.04 Yaw: 123.06
-0.23 0.38 -0.75 Quat Yaw: 123.87 Yaw: 123.81
0.26 -0.69 1.92 Quat Yaw: 123.98 Yaw: 123.87
0.57 -1.59 1.48 Quat Yaw: 122.56 Yaw: 122.44
0.64 -1.37 -0.34 Quat Yaw: 120.24 Yaw: 120.19
-0.04 -0.03 -1.40 Quat Yaw: 118.82 Yaw: 118.75
-0.37 0.30 -1.44 Quat Yaw: 117.62 Yaw: 117.56
-0.02 -0.05 0.63 Quat Yaw: 117.23 Yaw: 117.12
0.06 -0.11 1.73 Quat Yaw: 118.09 Yaw: 118.00
1.30 -0.01 -0.07 Quat Yaw: 120.23 Yaw: 120.12
0.78 0.72 -0.75 Quat Yaw: 122.64 Yaw: 122.56
0.13 0.65 -1.25 Quat Yaw: 124.50 Yaw: 124.44
0.12 0.41 -0.02 Quat Yaw: 125.73 Yaw: 125.62
0.47 -1.16 1.80 Quat Yaw: 125.78 Yaw: 125.62
0.59 -1.40 0.69 Quat Yaw: 124.36 Yaw: 124.19
-0.10 -1.03 -0.94 Quat Yaw: 122.93 Yaw: 122.69
-0.22 -0.41 -1.74 Quat Yaw: 121.89 Yaw: 121.75
-0.45 0.12 -1.19 Quat Yaw: 120.85 Yaw: 120.75
0.51 -0.33 1.25 Quat Yaw: 120.47 Yaw: 120.31
0.37 -0.31 1.74 Quat Yaw: 120.99 Yaw: 120.87
0.79 -0.17 0.04 Quat Yaw: 122.91 Yaw: 123.12
0.47 0.14 -0.86 Quat Yaw: 125.56 Yaw: 125.44
0.06 0.25 -1.17 Quat Yaw: 127.13 Yaw: 127.00
-0.32 0.22 -0.62 Quat Yaw: 128.12 Yaw: 128.00
0.20 -0.83 1.54 Quat Yaw: 128.38 Yaw: 128.19
-0.28 -1.59 1.43 Quat Yaw: 127.27 Yaw: 127.19
0.04 -1.36 -0.13 Quat Yaw: 125.58 Yaw: 125.50
-0.47 -0.54 -1.18 Quat Yaw: 124.23 Yaw: 124.12
-0.33 0.08 -1.26 Quat Yaw: 122.55 Yaw: 122.44
